KEY;target;NON_CURRENT_ASSETS;tangible_fixed_assets;CURRENT_ASSETS;cash_other_liquid_assets;STOCKS;debtors_other_short_term;TOTAL_ASSETS;net_worth;NON_CURRENT_LIABILITIES;CURRENT_LIABILITIES;SUPPLIERS;TOTAL_LIABILITIES;OTHER_OPERATION_EXPENSES;ORDINARY_EBITDA;Non_Ordinary_Result;NET_OPERATION_RESULT;FINANCIAL_INCOMES;FINANCIAL_EXPENSES;FINANCIAL_RESULTS;BENEFITS_BEFORE_TAXES;COMPANIES_TAX;BANK_INDEBTEDNESS;GROSS_FINANCIAL_DEBT;Net_result;CLIENT_COLLECTING;REVENUES_VARIATION;Exercise_result;Income;other_operation_incomes;personnel_expenses;depreciation_provision;ROLLING_FUND
6694;0;11668.92;10519.73;2040.28;354.16;0;745.08;13709.2;8694.48;4175.92;838.8;0.05;5014.72;520.12;782.73;7.27;460.4;0.49;230.97556;229.91444;237.18444;48.46;0.450267296;3914.84;188.72444;119.95788;-11.00628;188.72444;1528.65;1528.65;225.8;322.33;1201.48
6695;0;15683;9099;65275;7745;0;11608;80958;48654;19.58;32284.42;0;32304;75243;256006.75;-0.08;256004.79;0.05;994.224;255010.616;255010.536;2389;0.425720393;20713;252621.536;1717.984;41576.86418;252621.536;451431.75;248724;120182;1.96;32990.58
6696;0;127.96;12.25;56.78;19.16;0;11.9;184.74;171.86;0.96;11.92;0;12.88;51.67;80.4464;1.64;78.6064;0;0;78.6064;80.2464;4.83;0;0;75.4164;1.6779;3.08949408;75.4164;139.1664;87.65;7.05;1.84;44.86
6697;0;95;94;84;5;34;37;179;8;109;62;15;171;13;257;0;254;0;10.234;243.766;243.766;4;119;119;239.766;4.07;13.32;239.766;300;300;30;3;22
6698;0;394;0;3356;3027;0;0;3750;633.75;0;3116.25;2898.1125;3116.25;7.33;-1337.66;0;-1337.66;0;0;-1337.66;-1337.66;0;0;0;-1337.66;0;6.541843;-1337.66;285.67;10855;1616;0;239.75
6699;0;1898556;782129;27579713;1869739;14726009;1395.23;29478269;18136399;659967;10681903;9381852;11341870;2269354;123463670.2;-156.07;123463670.2;165219;69621.876;123559267.3;123559111.3;202776;0.355443768;644647;123356335.3;200.91312;2112322.934;123356335.3;125733508;125733508;483.78;0;16897810
6700;0;13458.7;151.44;5939.21;253.69;227.73;1791.2;19397.91;2269.55547;6308.66;10819.69453;2468.24;17128.35453;1409.33;109940.92;1.25;109940.92;16.58;108.95634;109848.5437;109849.7937;309.71;0.144032549;1159.11;109540.0837;256.1416;8939.837058;109540.0837;111469.29;111469.29;119.04;0;-4880.48453
6701;0;10873085;10873085;4546583;3624741;921842;0;15419668;593913;12046476;2779279;2279008.78;14825755;6274604;17882958.68;0;17716697.68;1.00E-05;321441.474;17395256.21;17395256.21;0.57196;6302774;6302774;17395255.63;0;-493690.2188;17395255.63;37976170.68;31764785;13818608;166261;1767304
6702;0;23435644;23435644;47581182;0;115054;8088484;71016826;19348619;0;51668207;43579723;51668207;42992287;62792011.26;572879;61738088.26;0;0;61738088.26;62310967.26;891395;0;0;61419572.26;1261803.504;845662.5112;61419572.26;126218285.3;8482806;20433987;1053923;-4087025
6703;0;15261052;5296181;24695933;5496912;1395982;4999969;39956985;15189997;5038748;19728240;4214335;24766988;3413462;12492744.87;-304599;10864690.87;362941;1549399.248;9678232.622;9373633.622;926153;0.935791627;14214672;8447480.622;699995.66;1187401.817;8447480.622;25925803.87;25258645;10019597;1628054;4967693
6704;1;2852581;2491624;15754498;163872;192033;15398593;18607079;-186783248;7057861;198332466;125209;205390327;964.76;-90371.7104;-18371;-476368.7104;0.129;1600639.26;-2077007.841;-2095378.841;-1186938;0;7275633;-908440.8414;0;52270.9973;-908440.8414;2168921.05;5509089;2258328;385997;-182577968
6705;0;2838342703;365278535;481206919;461285714;0;18.13;3319549622;3290359521;12831701;16358400;14467027;29190101;46403667;88093374;-1572032;82587297;1231249;33520.217;83785025.78;82212993.78;8382065;9.89E-05;325439;73830928.78;3.24527;13907179.93;73830928.78;188956249;188956249;54459208;5506077;464848519
6706;0;5053928831;656156521;6315950039;2890086084;438229306;380629513;11369878870;1011622086;30522138;10327734646;842506362;10358256784;1207197076;1797628052;-15010102;1684006019;30444317;0;1714450336;1699440234;637096632;0;0;1062343602;76125902.6;167538934.4;1062343602;3595256104;1335917587;590430976;113622033;-4011784607
6707;0;254.45;253.5;212.21;61.89;0;0;466.66;78.86554;7.65;380.14446;3.27;387.79446;18.47;15.5148;0;12.2248;0;0;12.2248;12.2248;0.46;0;0;11.7648;0;0.30926168;11.7648;33.9848;23.4;0;3.29;-167.93446
6708;0;3662523;3662523;7922551;144384;735005;0;11585074;4773039;0;6812035;4312096;6812035;2946292;5991910;0;5991909.876;0;159996.096;5831913.78;5831913.78;0;0.523762534;2499939;5831913.78;0;191303.669;5831913.78;11253157;11253157;2314955;0.12376;1110516
6709;0;71197087;22708743;286773343;19192125;9780567;3654737;357970430;265217835;685154;92067441;8762239;92752595;19523723;278050006;-0.28091;273453007;241342;0;273694349;273694348.7;6587103;0;0;267107245.7;467806.336;-3051037.055;267107245.7;363218697;363218697;65644968;4596999;194705902
6710;0;2774.05;2720.01;5263.56;829.77;427.88;547.97;8037.61;4499.2;1325.54;2212.87;1354.3;3538.41;642.1;8158.41;452.91;8010.04;4.27;133.2562;7881.0538;8333.9638;183.87;0.269252312;1211.42;8150.0938;65.7564;-117.192004;8150.0938;10751.56;10751.56;1951.05;148.37;3050.69
6711;0;3232705282;381867389;1733851139;87055054;39972531;1211824163;4966556421;2980067423;497958862;1488530136;9886902;1986488998;6889287;117764652.5;-14275535;115019783.5;189168299;39337616.25;264850466.3;250574931.3;-19451132;0.138949934;414080171;270026063.3;197527338.6;8637690.894;270026063.3;256311302.5;119856799;131657363;2744869;245321003
6712;0;9291122;9124006;27544501;726797;2064625;2318503;36835623;14271789;4769515;17794319;5496.07;22563834;3365473;30344772;-138806;29342886;586576;1342.94754;29928119.05;29789313.05;448035;0.970083008;13844.82;29341278.05;577307.247;1811932.9;29341278.05;40354853;40354853;6644608;1001886;9750182
6713;0;159138247;2782628;16287050;16282688;0;4362;175425297;17436619;0;157988678;1701367;157988678;6287706;10661693.7;0.52742;9890905.744;174195;0;10065100.74;10065101.27;505598;0;0;9559503.271;815.694;1917528.79;9559503.271;19932731.7;16469932;2983332;770787.956;-141701628
6714;0;3962523;574.5;2703170;1294862;0;1408308;6665693;621818.295;1197.39;6042677.315;0;6043874.705;116372;206636;0;206522.249;1080951;81.42252;1287391.826;1287391.826;17421;0.386372093;1197.39;1269970.826;181671.732;-2129.1698;1269970.826;462863;462863;139855;113.751;-3339507.315
6715;0;1842442;0;324125;3068;0;21281;2166567;933230;1211298;22039;0;1233337;290;36999;0;36999;10;10966.65;26042.35;26042.35;221;0.156683776;146222;25821.35;3958.266;2229.8822;25821.35;37289;37869;0;0;302086
6716;0;3039220735;1148307594;3065330585;101547824;974980506;605142124;6104551320;2248893182;1777610814;2078047324;39773325;3855658138;36219769;3339693666;5753623;3339693666;28107218;32691530.76;3335109353;3340862976;27979201;0.285033728;641010407;3312883775;116187287.8;213462466.5;3312883775;3811829759;3811829759;435916324;0;987283261
6717;0;7957;7957;839328;324946;317.38;20.78;847285;302109;79667;465509;444723;545176;44335;-5976;0;-5982.5;0.019;0;-5982.481;-5982.481;-18.96;0;0;-5963.521;4.53004;3429.2307;-5963.521;38661;1246293;302;6.5;373819
6718;0;179438;179438;7948307;2096379;0;0;8127745;879527;0;7248218;947417;7248218;588874;10130984;0;9974951;0;0;9974951;9974951;0;0;0;9974951;0;933271.269;9974951;10928235;10928235;208377;156033;700089
6719;0;27151;26871;219356;12006;0;35592;246507;112.23;2961;243433.77;33469;246394.77;100962;177928;0.03;173103;0;5.60892;173097.3911;173097.4211;5376;0.581128041;65.22;167721.4211;5801.496;15294.0852;167721.4211;296397;296397;17507;4825;-24077.77
6720;0;712712;125516;765787;77547;53496;17625;1478499;54238;261613;1162648;911645;1424261;104905;550950.74;0;534862.74;16156;33886.688;517132.052;517132.052;5755;385076;385076;511377.052;2714.25;33584.5376;511377.052;655948;655948;92.26;16088;-396861
6721;0;441538;294254;8119803;1800408;2168074;1513934;8561341;4858738;0;3702603;2188674;3702603;1660883;13462851.43;-1878;13407293.43;4.55;0;13407297.98;13405419.98;378424;0;0;13026995.98;302786.8;644404.2786;13026995.98;15126861;15126861;3126.57;55558;4417200
6722;0;197.1;194.88;195.48;1.7;28.34;15.4;392.58;89.91;161.83;140.84;78.75;302.67;76.62;390.75;0;383.72;0;21.2724;362.4476;362.4476;6.83;223.92;223.92;355.6176;2.5718;46.031919;355.6176;505.29;505.29;37.92;7.03;54.64
6723;0;89291629;23186878;561623298;340982838;4872217;27894195;650914927;427164787;17933766;205816374;176423518;223750140;108425814;1744752605;0.18323;1744143817;222086;421599.88;1743944303;1743944303;19818364;0.015184192;6486152;1724125939;5550944.805;38193715.58;1724125939;1968748226;1968748226;115569807;608788;355806924
6724;0;3182182;3003182;6588549;1841191;1731956;277696;9770731;347625;1910219;7512887;3699702;9423106;4315495;52896118;0;52393211;0;173781.225;52219429.78;52219429.78;0.2411;0.66654671;2317083;52219429.53;59149.248;1907197.226;52219429.53;82206777;82206777;24995164;502907;-924338
6725;0;11123095;10603095;88272828;14828;0;0;99395923;40847724;22868109;35680090;12578061;58548199;17671161;78643936;0;77924380;0;2160596.486;75763783.51;75763783.51;0.83549;45970138;45970138;75763782.68;0;-1555971.205;75763782.68;100385239;100385239;4070142;719556;52592738
6726;0;10490;4238;16864;879;290;7937;27354;14992;3572;8790;623;12362;16095;87384.88;1;85463.88;27;142.926;85347.954;85348.954;376;0.232524013;3486;84972.954;1793.762;4368.449592;84972.954;186685.88;107008;83206;1921;8074
6727;0;34561027;33457327;24746261;24745891;60;310;59307288;30982623;5704926;22619739;14323738;28324665;9942132;-2079982;0;-4120104;0.74398;490623.636;-4610726.892;-4610726.892;-5572096;0.184133086;5704926;961369.108;50.53;617569.9698;961369.108;12085518;131785367;4223368;2040122;2126522
6728;0;9904758;9856758;10260196;193767;37.5;0;20164954;684589;7908634;11571731;3079223;19480365;1594771;7735578;0;7608922;0.04002;737246.952;6871675.088;6871675.088;0;10239541;10239541;6871675.088;0;-261847.4148;6871675.088;15048702;15048702;5718353;126656;-1311535
6729;0;3101144;2301144;19464406;6824741;0;0.06451;22565550;19966454;1948351;650745;644294;2599096;272524;786079;-290756;505403;442605;0;948008;657252;0;0;0;657252;0.00787022;26570.9353;657252;1058603;5016696;0;280676;18813661
6730;0;1106283;1106283;189492;97228;0;62583;1295775;761817;473965;59993;-4482;533958;43011;-8847;1543;-8847;0;44599.428;-53446.428;-51903.428;-16603;0.622803114;474462;-35300.428;10952.025;888.264;-35300.428;34164;149277;0;0;129499
6731;0;2410.68;2327.36;3043.28;161.47;1191.74;1490.57;5453.96;602.3;1102.52;3749.14;1138.06;4851.66;2033.42;13332.84;-28.17;13332.84;0.6;33.88168;13299.55832;13271.38832;34.41;0.472721235;284.72;13236.97832;329.41597;-279.10938;13236.97832;16915.72;16915.72;1549.46;0;-705.86
6732;0;33950328;29253619;100097054;55739843;99787;0;134047382;112722194;5926899;15398289;9398289;21325188;64772071;116655824;189147;110380638;0.37903;3.9;110380634.5;110569781.5;4133689;0.066535256;75;106436092.5;0;13365991.5;106436092.5;186675859;186675859;5247964;6275186;84698765
6733;0;1248556;1248181;2540893;935046;860779;213284;3789449;750310.902;728163;2310975.098;553.95;3039138.098;598795;19785867;0;19693066;0.725;141579.099;19551487.63;19551487.63;19589;2051871;2051871;19531898.63;48842.036;40973.402;19531898.63;20486701;401884535;102039;92801;229917.902
6734;0;230267;155895;289312;7.37;0;21.46;519579;387591;74102;57886;0;131988;135.29;279247.9683;0.253;266179.9683;1425;4261.725;263343.2433;263343.4963;-0.379;0.09397793;36425;263343.8753;4.6139;41577.38392;263343.8753;499128.2583;409157;219745;13068;231426
6735;0;66706949;66706949;13809276;10858164;2951112;0;80516225;6195114;84778283;9089289.807;6277432;74321111;6884186;11540392.92;0;9227215.92;0.01545;36;9227179.935;9227179.935;0;450;450;9227179.935;0;-589115.6875;9227179.935;32911490.92;6206925;14486912;2313177;4719986.193
6736;0;634025;328064;3930789;951859;0;835.43;4564814;1420021;681782;2463011;0;3144793;444.57;2953647.43;0;2767084.43;1739;161655.69;2607167.74;2607167.74;75.28;2309367;2309367;2607092.46;170.42772;195216.1676;2607092.46;5988226;5988226;3034134;186563;1467778
6737;0;27506;7667;9579132;132164;5310394;332153;9606638;689193;26.07;8917418.93;2216707;8917445;1425.21;-394396.42;-99949;-400364.42;0.509;534961.392;-935325.303;-1035274.303;-61364;6368588;6368588;-973910.303;75398.731;-1031.570744;-973910.303;75850.79;26708515;468822;5968;661713.07
6738;0;5947697;970404;23232703;2083365;0;3358206;29180400;4952898;15614398;8613104;10462;24227502;2236824;23341312;-17141;23341312;3094;197548.168;23146857.83;23129716.83;198572;0.486406948;2409124;22931144.83;785820.204;2698255.667;22931144.83;46682624;32714281;21104488;0;14619599
6739;0;384659;384659;29073433;11400633;0;0;29458092;7806394.38;0;21651697.62;2200095;21651697.62;10175826;42232515.85;0.01678;42123657.35;0.86997;0;42123658.22;42123658.24;0.54918;0;0;42123657.69;0;4274367.492;42123657.69;71358388.85;3065208;18950047;108858.497;7421735.38
6740;0;25488468;25488468;5636291;0.54742;0;0;31124759;-1083621;20968172;11240208;11240208;32208380;0;0;0;0;0;1395162.576;-1395162.576;-1395162.576;0;0;12918172;-1395162.576;0;0;-1395162.576;0;0;0;0;-5603917
6741;0;11429801;8171207;6659275;23.6;4779785;693606;18089076;3716571;8340362;6032143;3762501;14372505;558579;-1154224;-12704;-2027009;60371;727618.746;-2694256.746;-2706960.746;-92075;7204146;7204146;-2614885.746;134559.564;16608.3711;-2614885.746;210499;10512226;806144;872785;627132
6742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6743;0;15170595;14970594;33650594;1660.78;6714692;2206017;48821189;20298573;3252.59;28519363.41;22338056;28522616;23725.31;84242161.69;-87734;82576706.69;126875;317120.232;82386461.46;82298727.46;1084862;0.177531642;3603639;81213865.46;423555.264;6068296.489;81213865.46;94374751;94374751;10108864;1665455;5131230.59
6744;0;69812;11359;1497101;1172;266807;223187;1566913;638492;311245;617176;392073;928421;261333;623787.6;0;619925.54;0;32887.89;587037.65;587037.65;5109;0.490559005;313218;581928.65;25220.131;20778.45536;581928.65;1527827.6;2147.89;642707;3862.06;879925
6745;0;375587;374021;1072037;82114;0;133.65;1447624;1066384;243023;138217;0;381240;1297.72;1484050.28;0.65;1483975.65;3052;26244.328;1460783.322;1460783.972;7.67;0.232175276;247588;1460776.302;14.03325;79335.0905;1460776.302;1998365;1998365;513017;74.63;933820
6746;0;3423124;3222018;462425222;73523008;17314715;82678284;465848346;84935724;0;380912622;298234338;380912622;161485873;483865603;0;481722661;173569;0;481896230;481896230;20665051;0;0;461231179;10004072.36;58097734.92;461231179;645530388;645530388;178912;2142942;81512600
6747;0;361803304;174185;4203786;1022768;1366117;1534.12;366007090;4161615;1009.16;361844465.8;1011684;361845475;1012518;4370955;-52244;4289664;21912;2.8125;4311573.188;4259329.188;119.34;0.015018208;62.5;4259209.848;256.19804;570056.0437;4259209.848;7099079;7099079;1715606;81291;-357640679.8
6748;0;3003477;1258328;6068906;1304079;1439625;703967;9072383;1451581.28;1335713;6285088.72;1991128;7620801.72;1112722;8640117;10188;8131066;5721;100645.125;8036141.875;8046329.875;263449;0.305360717;1341935;7782880.875;111930.753;319820.8234;7782880.875;12591371;12591371;2838532;509051;-216182.72
6749;0;43297804;28449206;10905074;2189349;4206995;1060.37;54202878;40143998;7292134;6766746;844947;14058880;1991713;5950406;-868372;4309760;59.76;825188.696;3484631.064;2616259.064;-345984;0.270469972;10857746;2962243.064;151.63291;313135.9119;2962243.064;13101921;13101921;5159802;1640646;4138328
6750;0;19518822;19206003;1169329;58819;95457;992469;20688151;13745487;4472527;2470137;49272;6942664;5360375;11824076.44;17137;9605443.44;11.69;316294.634;9289160.496;9306297.496;906913;0.390013537;5360926;8399384.496;148870.35;750160.5366;8399384.496;24676333.44;21661752;7491882;2218633;-1300808
6751;0;26071;13813;498521;8132;279294;178205;524592;306;40392;483894;0;524286;102457;380827;-2059;375846;0.005;4523.904;371322.101;369263.101;1266;0.132;40392;367997.101;33502.54;56381.388;367997.101;599802;599802;116518;4981;14627
6752;0;316885193;316885193;1748002346;291090992;0;356653;2064887539;332446893.8;73253281;1659187364;20073087;1732440645;42276817;57414488;-428795;55865524;123783631;4685102.912;174964052.1;174535257.1;1806778;0.023430069;75566176;172728479.1;70617.294;4544264.554;172728479.1;120218639;120218639;20527334;1548964;88814981.78
6753;0;21103.38;19451.05;28910.77;1827.25;14170.09;5009.8;50014.15;27528.26;6567.27;15918.62;3867.61;22485.89;9475.37;61795.81;-201.14;61795.81;2.44;290.63244;61507.61756;61306.47756;1539.24;0.12568575;3459.91;59767.23756;691.3524;-756.73483;59767.23756;78013.9;78013.9;6742.72;0;12992.15
6754;0;123043.76;4192.62;102078.16;47623.78;3000.22;6913;225121.92;152179.93;4498.67;68443.32;43816.85;72941.99;24001.17;72399.04;-1854.55;71150.76;1102.34;325.88496;71927.21504;70072.66504;1596.34;0.028176909;4287.96;68476.32504;960.907;-425.71172;68476.32504;121631.92;121631.92;25231.71;1248.28;33634.84
6755;0;79636455;67740404;872907749;139027081;221280813;120271987;952544204;321166417;17991794;613385993;249082117;631377787;367658624;1713682925;-1149185;1701335721;1079651;11196761.92;1691218610;1690069425;44965071;0.810762889;260389812;1645104354;24655757.34;4835277.037;1645104354;2102294364;2102294364;20952815;12347204;259521756
6756;0;41613586;41572801;95347276;1093192;35052908;0;136960862;127795134;16.8;9165711.2;7485728;9165728;3353681;953467;120686;291003;568382;0;859385;980071;2084195;0;0;-1104124;0;-54700.7796;-1104124;4307148;1101451;0;662464;86181564.8
6757;0;10449177;9137552;59164;21098;0;718.76;10508341;5783.89;6.8;10502550.31;44821;10502557.11;1114723;1555020;-749368;205528;41016;462.62619;246081.3738;-503286.6262;-874351;0.683635062;3954.07;371064.3738;112.12656;22084.7704;371064.3738;2868152;5508947;198409;1349492;-10443386.31
6758;0;72537279;60049277;80020134;8993693;22622.36;15066411;152557413;70785019;26538373;55234021;17638252;81772394;26784.7;197809137.3;-1964.6;192833306.3;1194695;3469.9245;194024531.4;194022566.8;2680396;0.653608075;46265.66;191342170.8;2064098.307;14905852.63;191342170.8;227918236;227918236;30082314;4975831;24786113
6759;0;250847;221845;2912713;1095865;0;720677;3163560;1619337;692817;851406;2507;1544223;1531163;3642970.54;-3884;3603442.54;1679;66032.032;3539089.508;3535205.508;68104;0.463377296;750364;3467101.508;162873.002;246446.7628;3467101.508;5177453;5177453;3319.46;39528;2061307
6760;0;75531277;44693342;87453537;10075087;0;0;162984814;126871145;29185925;6927744;6927744;36113669;9035437;476240;0;-1459886;261072;1794116.646;-2992930.646;-2992930.646;-5185026;0.224464294;28478042;2192095.354;0;987591.4882;2192095.354;10139543;356612;627866;1936126;80525793
6761;0;55015303;40630289;16012448;1904755;101345;14006348;71027751;9338.96;31128537;39889875.04;1944649;71018412.04;6479098;18487787.51;-191683;14991598.51;3363;3134354.336;11860607.17;11668924.17;621487;27020296;27020296;11047437.17;1596723.672;3122761.998;11047437.17;33045100.51;25429941;8078215;3496189;-23877427.04
6762;0;249216565;382639;12656309;0.40247;1630131;5488713;261872874;181620331;160574881;1195809.929;681611.6595;80252543;19095206;22579345.77;-2323518;22455370.73;142519;8354947.791;14242941.94;11919423.94;2255052;0.955534477;79570931.34;9664371.943;1256915.277;2339272.128;9664371.943;48532616.77;42012995;6858065;123975.036;11460499.07
6763;0;55101;866.3;3057;1468.1;31.2;57.1;58158;54523.1;2841.5;793.4;66.3;3634.9;1252.8;1001;-1751.8;1001;12.9;75.9771;937.9229;-813.8771;0;0.033987429;1853.1;-813.8771;11.8197;154.47978;-813.8771;2829.3;2829.3;575.5;0;2263.6
6764;0;771867;731.26;4984717;158.28;0;2834177;5756584;1986165;77739;3692680;829.02;3770419;2546964;11660670.72;-5078;11660495.22;0.848;7612.762;11652883.3;11647805.3;728503;0.053984437;107222;10919302.3;651860.71;-246979.484;10919302.3;19758358.72;13075896;5550724;175.5024;1292037
6765;0;1173232293;114944425;1456065517;29182429;8392989;0;2629297810;2627620699;3.43;1677107.57;1334111;1677111;22414864;64273180.51;24;62355374.51;61386303;0;123741677.5;123741701.5;0;0;0;123741701.5;0;8776043.704;123741701.5;147744843.5;28959975;61056799;1917806;1454388409
6766;0;32599;17531;151019;20685;0;52021;183618;63694;25690;94234;38239;119924;35647;108978.87;-1337;108978.87;456;2112.762;107322.108;105985.108;1980;0.290969322;18533;104005.108;10820.368;6413.052672;104005.108;250509.87;215124;105884;0;56785
6767;0;68493867;51923629;43525791;10623964;0;0;112019658;105741604;0;6278054;6278054;6278054;1762896;10992170.7;-1667433;8780858.7;4509252;0;13290110.7;11622677.7;-995953;0;0;12618630.7;0;96102.97812;12618630.7;26695271.7;12237992;13940205;2211312;37247737
6768;0;149954;17721;2683682;221982;0;5283;2833636;276217;7.18;2557411.82;1774095;2557419;582278;15965791;4863;15951165;0.02;60898.335;15890266.69;15895129.69;0.382;770865;770865;15895129.3;993.204;971670.4335;15895129.3;16609751;16609751;61682;14626;126270.18
6769;1;14180.59;13196.74;1415.18;39.22;1114.91;261.05;15595.77;4061.83;10804.39;729.55;40.94;11533.94;557.46;-84.3102;-31.69;-393.1402;12.7;377.02476;-757.46496;-789.15496;0;4488.39;4488.39;-789.15496;27.6713;-63.79752834;-789.15496;1320.8598;2743.22;847.71;308.83;685.63
6770;0;541355013;425812895;616324335;217721115;93497805;11849938;1157679348;648846923;409320267;99512158;8766222;508832425;6720539;11795583;-911121;-5815725;671265;81807.587;-5226267.587;-6137388.587;-9328830.652;0.030751583;1995307;3191442.065;2109288.964;-409042.8;3191442.065;42608625;488829231;24092503;17611308;516812177
6771;0;295132564;174679987;375093896;102846625;65165331;60867501;670226460;421598976;116340.7;248511143.3;49999575;248627484;136028314;385235936;-1039679;367864692;1514517;9394432.768;359984776.2;358945097.2;13490739;0.198954145;83878864;345454358.2;8643185.142;40484484.53;345454358.2;608789241;608789241;87524991;17371244;126582752.7
6772;0;42506303;832057;3234529.54;216.54;1492844;1741469;45740832.54;1267693;752344;43720795.54;1881776;44473139.54;759438;-759194;161477;-759266.52;61658;170949.258;-868557.778;-707080.778;-231.08;1964934;1964934;-706849.698;400537.87;10609.6305;-706849.698;131145;30271333;130901;72.52;-40486266
6773;0;976.04;950.34;3733.53;243.86;1290.52;0;4709.57;703.77;551.45;3454.35;2393.35;4005.8;527.38;3763.37;-0.28;3527.79;0.05;157.8;3370.04;3369.76;20.97;1578;1578;3348.79;0;337.000801;3348.79;5241.07;5241.07;950.32;235.58;279.18
6774;0;2955365;2955365;1841724.7;804549;4724.7;1032451;4797089.7;3215113;989614;592362.7;337646.739;1581976.7;2534077;68571987;145733;68571987;72737;69699.168;68575024.83;68720757.83;390903;0.221210265;711216;68329854.83;108407.355;1215192.523;68329854.83;71904883;71904883;798819;0;1249362
6775;0;26316181;2477511;238080555;8082829;17507336;0;264396736;10310579;132328671;121757486;28962275;254086157;14204127;56500046;0;55935173.49;321443;15614783.18;40641833.31;40641833.31;0;132328671;132328671;40641833.31;0;2531512.858;40641833.31;86993569;86993569;16289396;564872.508;116323069
6776;0;60778;60168;12155.39;73.33;0.06;12082;72933.39;10528.22986;5.24;62399.92014;1859;62405.16014;25019;30612.6548;0;28375.6548;0;0.39824;28375.25656;28375.25656;1.24;0.043513282;5.24;28374.01656;2537.22;-1097.388398;28374.01656;55704.9948;132.69;73.34;2237;-50244.53014
6777;0;1430.66;486.99;299.64;112.91;0;186.73;1730.3;1196.62;219.18;314.5;19.41;533.68;744.52;1240.0276;0;1128.4376;3.65;7.583;1124.5046;1124.5046;2.37;0.063370159;75.83;1122.1346;21.66068;9.5106704;1122.1346;2377.6676;1634.94;393.12;111.59;-14.86
6778;0;94897742;71938556;477163;362496;0;114667;95374905;61809678;16849608;16715619;14709744.72;33565227;4702802;30491015;-0.53;27470572;0.05966;1887156.096;25583415.96;25583415.43;0;0.272604688;16849608;25583415.43;26488.077;2484500.131;25583415.43;47144215;47144215;11950398;3020443;-16238456
6779;0;422986;422986;1727127;113153;1052734;114945;2150113;337567.741;119157;1693388.259;36715;1812545.259;321774;1288423.5;-2956;1242176.5;0.75689;16782.625;1225394.632;1222438.632;-5308;0.121219323;236375;1227746.632;11839.335;5030.987;1227746.632;2515493.5;1278726;905296;46247;33738.741
6780;0;1097;0.797;390561;26897;138.23;65857;391658;152.63;0;391505.37;133853;391505.37;24765;-645;0.037;-645.394;0;3263.643;-3909.037;-3909;-10124.31;0.25762301;39321;6215.31;7310.127;5.6272;6215.31;28136;444048;4016;0.394;-944.37
6781;0;59606502;5530542;369396248;52159337;44039433;12051682;429002750;210791847;177316;218033587;97516767;218210903;39708322;374007578;-0.53733;372077418.8;585458;20036.708;372642840.1;372642839.6;6523371;0.00084119;177316;366119468.6;1759545.572;40438693.74;366119468.6;418620018;418620018;4904118;1930159.158;151362661
6782;0;1196.4;860.7;15040;1659.3;0;2686.2;16236.4;4026.8;0;12209.6;5991.3;12209.6;11145.2;53877.4;-12.7;53831.6;0.8;240.1828;53592.2172;53579.5172;1088.7;0.877148108;3532.1;52490.8172;542.6124;6.59957;52490.8172;65995.7;65995.7;973.1;45.8;2830.4
6783;0;8466.08;675.06;26530.95;6824.51;10431.06;1031.94;34997.03;7314.37927;5707.52;21975.13073;5761.49;27682.65073;1093.02;14074.26;-11.96;14074.26;350.3;315.43344;14109.12656;14097.16656;340.24;0.260392103;5632.74;13756.92656;234.25038;692.202692;13756.92656;17133.73;17133.73;1966.45;0;4555.81927
6784;0;161493404;42325039;109254685;11726928;62520577;0;270748089;106674662;25953215;138120212;125860381;164073427;67268152;100961175;-1008758;98503609.04;0.04921;2292782.76;96210826.33;95202068.33;507933;0.358220455;38213046;94694135.33;0;14537491.38;94694135.33;215689783;160413729;47460456;2457566;-28865527
6785;0;7737803;714777;35260513;850634;3521361;3081842;42998316;551756;2779534;39667026;2936203;42446560;3438257;35447622;297518;35291800.61;0.6382;251844.2;35039957.05;35337475.05;100776;0.912882506;5036884;35236699.05;434539.722;2004930.138;35236699.05;57612935;57612935;18727056;155821.386;-4406513
6786;0;184667;184667;1551773;122508;0;0;1736440;770174;0;966266;966266;966266;3232348;3781847.16;0;3781846.567;8.00E-05;0;3781846.567;3781846.567;0.05703;0;0;3781846.51;0;588490.9739;3781846.51;7014195.16;3631296;0;0.59333;585507
6787;0;923489;268403;13857833;29.82;5441973;1043.08;14781322;1847665.25;0;12933656.75;5020143;12933656.75;1908359;13711955;0.989;13617386;2292;767010.738;12852667.26;12852668.25;132783;6500091;6500091;12719885.25;161.6774;914998.3885;12719885.25;17766959;17766959;2146645;94569;924176.25
6788;0;617213836;585766799;414272117;72271375;68868252;53730518;1031485953;443688176;251315324;336482453;199709565;587797777;462061828;607223077.4;-156632;559212888.4;4085539;21012018.36;542286409.1;542129777.1;32684562;0.751708337;333524101;509445215.1;6501392.678;-6818609.14;509445215.1;1239747116;888724532;170462211;48010189;77789664
6789;0;2710825;2668467;9596.46;33.14;69.32;9494;2720421.46;915087;1692211;113123.46;8448;1805334.46;92875;157493.44;4157;149095.44;0.01;169711.598;-20616.148;-16459.148;0;1731751;1731751;-16459.148;1167.762;29688.43987;-16459.148;389101.44;348438;138733;8398;-103527
