KEY;target;NON_CURRENT_ASSETS;tangible_fixed_assets;CURRENT_ASSETS;cash_other_liquid_assets;STOCKS;debtors_other_short_term;TOTAL_ASSETS;net_worth;NON_CURRENT_LIABILITIES;CURRENT_LIABILITIES;SUPPLIERS;TOTAL_LIABILITIES;OTHER_OPERATION_EXPENSES;ORDINARY_EBITDA;Non_Ordinary_Result;NET_OPERATION_RESULT;FINANCIAL_INCOMES;FINANCIAL_EXPENSES;FINANCIAL_RESULTS;BENEFITS_BEFORE_TAXES;COMPANIES_TAX;BANK_INDEBTEDNESS;GROSS_FINANCIAL_DEBT;Net_result;CLIENT_COLLECTING;REVENUES_VARIATION;Exercise_result;Income;other_operation_incomes;personnel_expenses;depreciation_provision;ROLLING_FUND
10745;0;15577785;5194893;304202312;734028;10264885;293203399;319780097;24942361;2904217;291933519;1516834;294837736;3319693;8079500;2141;8079500;98078;133320.075;8044257.925;8046398.925;-2441;0.077465602;1932175;8048839.925;36064018.08;798954.8343;8048839.925;13119127;13119127;1719934;0;12268793
10746;0;18722;18722;75943;59458;3527;12958;94665;80584;0;14081;-0.562;14081;79235;451429.92;0;446962.92;0;0;446962.92;446962.92;1637;0;0;445325.92;2643.432;43447.62186;445325.92;764922.92;451588;234258;4467;61862
10747;0;67529;62612;145137;5203;95697;5832;212666;88391;39879;84396;68474;124275;80868;181620;-834;181620;282;4009.692;177892.308;177058.308;1149;0.401443586;35484;175909.308;1078.92;25981.2853;175909.308;305303;305303;42815;0;60741
10748;0;337.25;324;2882.04;161.81;34;284.73;3219.29;329.19;273.85;2616.25;2299.05;2890.1;549.06;8449.66;0;8442.77;0.22;20.24253;8422.74747;8422.74747;80.57;0.621130654;204.47;8342.17747;70.32831;438.878454;8342.17747;9520.14;9520.14;521.42;6.89;265.79
10749;0;152019177;10646103;687900313;582832;1303746;82379042;839919490;183782305;253088371;403048814;271759;656137185;923.13;2721769.126;-16875;2721769.126;109576;202554.373;2628790.753;2611915.753;-1191043;0.00101114;1858297;3802958.753;12439235.34;-39270.02518;3802958.753;4848151.256;5858.54;2125459;0;284851499
10750;0;14507886;14507886;13862396;2182096;0;63501;28370282;27586712;1.55;783568.45;0;783570;74428;10716;0;-390760;0;0.08215;-390760.0822;-390760.0822;-333486;0.005618647;1.55;-57274.08215;13652.715;4504.1176;-57274.08215;85144;23.4;0;401476;13078827.55
10751;0;626901;571148;638650;91552;359404;187694;1265551;288257;272309;704985;362466;977294;1111092;2196983;0.558;2196954.14;0.825;18511.024;2178443.941;2178444.499;44447;330554;330554;2133997.499;18957.094;385123.8856;2133997.499;3954044;3954044;645969;28.86;-66335
10752;0;454491;454491;889792;423837;36398;66337;1344283;391186.353;0;953096.647;322616;953096.647;291952;1692390;0;1692329.76;0.056;0;1692329.816;1692329.816;41216;0;0;1651113.816;14793.151;194797.273;1651113.816;2159615;2159615;175273;60.24;-63304.647
10753;0;225.34;195.11;1058.23;98.84;0;595.65;1283.57;587.74;93.71;602.12;0;695.83;844.58;789.1587;-49.84;782.7887;0;0.47878;782.30992;732.46992;19.09;0.011008269;6.47;713.37992;70.88235;155.8870971;713.37992;1763.4287;1009.63;129.69;6.37;456.11
10754;0;124035;124035;28052595;5372621;3596458;19083516;28176630;3579113;0;24597517;-0.06825;24597517;1901711;851376;0.18;851368;0;331967.25;519400.75;519400.93;569916;6639345;6639345;-50515.07;3320531.784;-50932.1095;-50515.07;2753087;4653235;0;8;3455078
10755;0;209555;209555;62859;20532;0;55.63;272414;215848;0;56566;0.934;56566;45906;178613.28;0;157051.28;0;0;157051.28;157051.28;0.58;0;0;157050.7;8.28887;13483.31805;157050.7;426687.28;299.25;202168;21562;6293
10756;0;8259436;618536;422930271;17461901;0;598673;431189707;406960372;192;24229143;1949791;24229335;2159418;38138574;-13749;38138574;10723618;0;48862192;48848443;0;0;0;48848443;142484.174;1124706.383;48848443;41198036;41198036;900044;0;398701128
10757;0;4023891;1789751;12079713;950543;2773.29;685035;16103604;3510585.672;2959996;9633022.328;6758651;12593018.33;759263;61962632;-79345;61701430;25854;216864.495;61510419.51;61431074.51;185982;4819211;4819211;61245092.51;121251.195;4940324.298;61245092.51;63337491;63337491;615596;261202;2446690.672
10758;0;22841817;53145;9040987;218017;0;9277.95;31882804;21209972;1367.84;10671464.16;0;10672832;1352141;1000051.5;18851;983176.5;82392;4665.33;1060903.17;1079754.17;-240587;0.002972423;63045;1320341.17;1020.5745;46048.7482;1320341.17;2449401.5;752468;97209;16875;-1630477.16
10759;0;15981847;4895432;4744651;101844;51687;1128.54;20726498;17133.06;1184597;19524767.94;1280301;20709364.94;3915.51;12906219.49;-406791;11767631.49;124317;0;11891948.49;11485157.49;631371;0;0;10853786.49;236.9934;-230370.5205;10853786.49;17064483;17064483;4154348;1138588;-14780116.94
10760;0;110584985;37000425;95047631;8181654;33008585;14459.23;205632616;133292528;28284946;44055142;16310903;72340088;42227136;76709899;-2007904;76709899;164745;1068491.012;75806152.99;73798248.99;4294278;0.129292514;17233726;69503970.99;3556.97058;610184.8673;69503970.99;164914829;164914829;45977794;0;50992489
10761;0;4251957;687262;3592058;272733;1160696;487339;7844015;6545938;289157;1008920;434107;1298077;724665;3860690;-82885;3860690;9.1;19028.568;3841670.532;3758785.532;-22556;0.040942643;268008;3781341.532;76512.223;357758.3482;3781341.532;5284466;5284466;699111;0;2583138
10762;0;78940506;77565783;96452806;8770352;398.75;-16954204;175393312;79138846;48598331;47656135;33684335;96254466;26740308;251295076;-877484;245079334;213564;6820144.279;238472753.7;237595269.7;1328628;0.951971728;62570131;236266641.7;-2051458.684;5350383.412;236266641.7;314728436;314728436;36693052;6215742;48796671
10763;0;343.46;261.1;4997.1;186.56;1868.15;232.63;5340.56;3306.17;379.79;1654.6;1403.96;2034.39;325.79;5522.9;-23.63;5522.9;1.34;12.1407;5512.0993;5488.4693;14.32;0.056494373;186.78;5474.1493;48.61967;202.376979;5474.1493;7151.13;7151.13;1302.44;0;3342.5
10764;0;7830351;5135407;10649876;399419;692129;690916;18480227;9629075;1414573;7436579;3492069;8851152;1915716;3619069.2;-95678;3373017.2;17.77;284835.031;3088199.939;2992521.939;0;0.416629946;4011761;2992521.939;87746.332;721903.7757;2992521.939;8645554.2;10879.62;3110769;246052;3213297
10765;0;632537;548483;1779243;31993;1444287;302963;2411780;582543;263437;1565800;442026;1829237;444081;2121715;-6217;2116260;0.169;86653.147;2029607.022;2023390.022;15287;794983;794983;2008103.022;64834.082;179890.4593;2008103.022;2963599;2963599;397803;5455;213443
10766;0;2345839;2340851;2654791;147725;1253128;490079;5000630;2259967;1664.08;2738998.92;130673;2740663;604.29;3807545.71;-265475;3733992.71;0;180192.435;3553800.275;3288325.275;84133;0.938027414;2119911;3204192.275;77432.482;126548.2724;3204192.275;5001908;5001908;1193758;73553;-84207.92
10767;0;571824;57139;106689;22324;0;84365;678513;356732;160;321621;0;321781;44342;56314.34;0;38881.34;0.075;0;38881.415;38881.415;0.328;0;0;38881.087;11473.64;4257.763182;38881.087;100656.34;71.93;0;17433;-214932
10768;0;112479106;0;11360098;2715802;0;0;123839204;123723704;0;115500;1155;115500;270838;2187486;0;2187486;5080272;0;7267758;7267758;0;0;0;7267758;0;9833.296;7267758;2458324;30;0;0;11244598
10769;0;11038821;5923385;8399697;2490992;3072568;2224666;19438518;2701954.002;4383928;12352636;3216824;16736564;3723.46;5288522.08;-48958;4382699.08;135273;475081.53;4042890.55;3993932.55;21639;7198205;7198205;3972293.55;378193.22;513720.8505;3972293.55;9256231.54;16966.57;3963986;905823;-3952938.998
10770;0;3721.7;1629.1;26460.8;4705;6087;3234.3;30182.5;7606.3;3766.3;18809.9;10370.6;22576.2;5041.1;45356;0;45356;144.7;131.8095;45368.8905;45368.8905;119.7;0.385088676;2929.1;45249.1905;575.7054;917.6362;45249.1905;54298;54298;3900.9;0;7650.9
10771;0;3727164;3727164;35127236;4815061;1616396;4264365;38854400;7576608;5179.18;31272612.82;10334459;31277792;5060564;21300027.21;-225466;20382985.21;215288;1108835.112;19489438.1;19263972.1;96937;13200418;13200418;19167035.1;997861.41;3161056.131;19167035.1;37811676.21;35959.63;11451085;917042;3854623.18
10772;0;19702563;7519444;372318077;7713189;93950036;1120;392020640;219115838;0;172904802;60904802;172904802;89328724;312948601;-0.53909;310666547;213824;0;310880371;310880370.5;946684;0;0;309933686.5;136.64;12439558.87;309933686.5;428950306;428950306;26672981;2282054;199413275
10773;0;109348513;0.0004;79719779;25940153;0;7386368;189068292;181681857;0;7386435;0.00031;7386435;626691;4859381;0;4859381;316186;0;5175567;5175567;5634843;0;0;-459276;842045.952;150911.673;-459276;13719243;31438967;8233171;0;72333344
10774;0;1021;485;1509;417;368;-131;2530;238;850;1442;682;2292;878;2719.36;38;2392.36;23;97.86;2317.5;2355.5;17;1398;1398;2338.5;-27.117;444.731904;2338.5;5147.36;4526;1550;327;67
10775;0;20685473;20685473;10334078;4595522;0;1745824;31019551;28092166;0;2927385;1181561;2927385;875958;-510573;0;-650849;0.85027;0;-650848.1497;-650848.1497;-296524;0;0;-354324.1497;300281.728;20242.329;-354324.1497;365385;2117301;0;140276;7406693
10776;0;137880729;133531788;292044556;856912;2263655;640.91;429925285;215308906;273757;214342622;22012816;214616379;42418067;226405638;542984;209786431;1024264;7592371.572;203218323.4;203761307.4;1962008;0.568753092;122457606;201799299.4;107.67288;27768333.66;201799299.4;350168142;350168142;81344437;16619207;77701934
10777;0;10525.99;7033.2;1679.06;7.74;80.59;1216.48;12205.05;9092.48;1079.64;2032.93;284.48;3112.57;952.8;4212.7232;125.39;3829.2532;86.16;135.02865;3780.38455;3905.77455;0;0.138790517;1261.95;3905.77455;210.45104;-90.0469584;3905.77455;7503.9132;5083.33;2338.39;383.47;-353.87
10778;0;4495.83;4386.93;21660.6;113.87;6190.65;2336.76;26156.43;7689.99042;305.16;18161.27958;6316.51;18466.43958;11185.98;2849705.9;0;2848332.791;0.02;470.70808;2847862.103;2847862.103;385.98;0.571749331;6360.92;2847476.123;240.68628;190087.6659;2847476.123;2867083.95;44806.66;6192.07;1373.10909;3499.32042
10779;0;22642308;12417597;42525645;100988;0;5433731;65167953;14271781.71;14682916;36213255.29;25289398;50896171.29;5725.17;63763225.83;0.00165;63762695.3;797649;1353926.56;63206417.74;63206417.74;-149693;19341808;19341808;63356110.74;624879.065;6128091.558;63356110.74;70437834;70437834;6668883;530.53;6312389.707
10780;0;171589.94;71030.06;179628379;17830113;45247706;90440013;179799968.9;91313955;42136527;46349486.94;23174743.47;88486013.94;67499.27;687575528.7;-207083;687575528.7;3302468;1973484.729;688904512;688697429;660123;0.423766324;38695779;688037306;15284362.2;9240910.195;688037306;733405571;733405571;45762543;0;133278892.1
10781;0;8130.77;2419.03;10373168;48298;140.08;9411319;10381298.77;3397.96;3914405;6463495.81;364.49;10377900.81;3810.1;3476.814;11;2972.334;210.65;128485.565;-125302.581;-125291.581;0;0.564366561;1917695;-125291.581;1646980.825;-116.8209504;-125291.581;9271.504;7544.37;1984.59;504.48;3909672.19
10782;0;140068561;136283695;393441174;172143536;180177;39405581;533509735;343567746;66742353;123199636;69881884;189941989;285713544;840053150;-1128245;830943117;1593775;4194035.248;828342856.8;827214611.8;38443452;0.234755809;80654524;788771159.8;7211221.323;115625151.4;788771159.8;1245960683;1245960683;120193989;9110033;270241538
10783;0;7847.33;5885.88;1326.61;213.12;0;702.27;9173.94;2871.91;5108.37;1193.66;86.59;6302.03;650.95;-275.08;-2.73;-1217.89;0.15;172.33821;-1390.07821;-1392.80821;-58.95;0.606143647;1740.79;-1333.85821;99.02007;27.358722;-1333.85821;486.81;2026.07;110.94;942.81;132.95
